Organization,Branch,street_1,street_2,city,zip,phone,website,latitude,longitude,flag_saf,flag_mhf,flag_mc,flag_md,flag_np_ss,flag_pi,flag_gl,flag_vet,flag_pw,flag_hv,flag_dv,flag_chld,flag_yad,flag_adlt,flag_snr,flag_si,filter_military,filter_inpatient_svc,filter_residential_pgm
Mount Sinai,The Addiction Institute/Outpt Clinic,1000 10th Avenue,Winston Building 8th Floor,New York,10019,212-523-6491,http://WWW.AddictionInstituteNY.org,40.769732,-73.98732,1,,1,1,,1,1,,,,,,,1,,,,,
Mount Sinai Medical Center,Adoles Health Ctr/Mental Hlth Clinic,312 East 94th Street,Suite 320,New York,10128,212-423-2900,,40.782606,-73.94724,,,1,,1,1,1,1,1,1,,1,1,1,,1,1,,
Mount Sinai Medical Center,Child & Adolescent and Family Services,1 Gustave L Levy Place,Box 1228,New York,10029,212-241-7175,,40.790058,-73.95386,,1,,1,1,1,1,,,,,1,1,1,,1,,,
Mount Sinai Medical Center,Psychiatric Continuing Day Treatment,1 Gustave L Levy Place,Box 1268,New York,10029,212-241-6111,,40.790058,-73.95386,1,1,1,1,,,,,,,,,1,1,1,,,,
Mount Sinai West,Addiction Institute/Halfway House,306 West 102nd Street,,New York,10025,212-678-6329,http://www.addictioninstituteny.org,40.79914463,-73.97049109,1,,,,,,,,,,,,1,1,1,,,,1
Mount Sinai West,The Addiction Institute of NY/Day Trt,411 West 114th Street,4th FLoor,New York,10025,212-280-0100,http://www.AddictionInstituteNY.org,40.8053,-73.960917,1,1,1,1,,1,,,,,,,1,1,1,,,,
Mount Sinai West,The Addiction Institute of NY/OP,411 West 114th Street,4th Floor,New York,10025,212-280-0100,http://www.AddictionInstituteNY.org,40.8053,-73.960917,1,1,1,1,,1,,,,,,,1,1,1,,,,
NY Psychotherapy Counseling,Sanford Home for Adults Clinic,140-40 Sanford Avenue,,Flushing,11355,718-939-7160,http://www.nypcc.org,40.757298,-73.825586,,1,1,1,1,,,,,,,,,1,1,,,,
NY Psychotherapy Counseling Sanford,Surf Manor,2316 Surf Avenue,,Brooklyn,11224,718-946-1919,http://www.nypcc.org,40.573521,-73.990102,,1,1,1,1,,,,,,,,1,1,1,,,,
NYC/HHC Bellevue Hospital Center,ACT Program,462 First Avenue,Buildings C and D 2nd Floor,New York,10016,212-562-4734,,40.739378,-73.975625,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
NYC/HHC Bellevue Hospital Center,partial hospital program,462 First Avenue,,New York,10016,212-562-8959,http://www.nychhc.org/bellevue,40.738619,-73.975273,,1,,1,1,1,,,,,,1,,,,1,,1,
NYC/HHC Harlem Hospital Center,CSS Program/Womens Pavillion Room 332,16 West 137th Street,Womens Pavilion 3rd Floor,New York,10037,212-939-3212,,40.814322,-73.937337,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
NYC/HHC Queens Hospital Center,Chemical Dependency Program,82-68 164th Street,,Jamaica,11432,718-883-4170,,40.717145,-73.803488,,1,1,1,1,1,,,,1,,,1,1,1,1,,1,
NYC/HHC Queens Hospital Center,Queens Hospital Center Adult MH Clinic,82-68 164th Street,Pavilion 3rd Floor Suite 332,Jamaica,11432,718-883-2710,,40.717415,-73.804067,,1,1,1,1,1,,,,,,,1,1,1,,,,
NYC/HHC Woodhull Medical MH Ctr,,760 Broadway,,Brooklyn,11206,718-963-8337,,40.699474,-73.942794,,,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,
Narco Freedom Inc,Methadone Maintenance Trt Prog (MMTP),561 Court Street,,Brooklyn,11231,718-802-1111,http://www.narcofreedom.com,40.673364,-73.999954,,,,1,,,,,,,1,,1,1,1,,,,
Narco Freedom Inc/New Beginnings,Community Counseling Center,2780 3rd Avenue,,Bronx,10455,718-665-2456,http://narcofreedom.com,40.814915,-73.919385,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
Neighborhood Coalition for Shelter Inc,NCS Outpatient Services,921-923 Madison Avenue,Basement,New York,10021,917-677-0723,http://www.ncsinc.org,40.772546,-73.964467,1,,,1,,,,,,,,,1,1,1,1,,,
New Directions Alcohol and,Substance Abuse Treatment Program,500 Atlantic Avenue,,Brooklyn,11217,718-398-0800,http://www.newdirectionsbrooklyn.com,40.681376,-73.975718,,,1,1,,1,,,,,1,1,1,1,1,,,,
New Horizon Counseling Center,,10819 Rockaway Boulevard,,South Ozone Park,11420,718-845-2620,,40.674538,-73.803285,,1,1,1,1,1,,,,,,1,1,1,1,,,,
New Horizon Counseling Center Inc,Central Avenue Clinic,1622 Central Avenue,,Far Rockaway,11691,718-327-9001,,40.604919,-73.75257,,1,1,1,,1,,,,1,1,1,1,1,1,1,,,
New Horizon Counseling Center Inc,NH Counseling/Far Rockaway Clinic,720 Beach 20th Street,Ground Floor,Far Rockaway,11691,718-327-7002,http://www.nhcc.us,40.5995,-73.75407,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
New Spirit II Inc,Outpatient Chem Dep Program,16204 South Road,,Jamaica,11433,718-291-4844,http://www.jcapprograms.org,40.699237,-73.794123,1,,1,1,1,1,,,,,,,1,1,1,,,,
New York Center Addiction Treatment OP,,598 Broadway,2nd Floor,New York,10012,212-966-9537,http://www.nycats.net,40.725184,-73.996942,1,,,1,,1,,,,,1,,1,1,1,,,,
New York Center for Living Inc,Center for Living Spec OP Mobile,224-226 East 52nd Street,,New York,10022,212-712-8819,http://www.centerforliving.org,40.756422,-73.968828,,,,,1,1,,,,,,1,1,,,,,,
New York Center for Living Inc,OP Youth,226 East 52nd Street,,New York,10022,212-712-8800,http://www.centerforliving.org,40.756582,-73.968685,,,,,,1,,,,,,1,1,,,,,,
New York City Childrens Center,Day Treatment Center,1819 Bergen Street,,Brooklyn,11233,718-613-3100,http://omh.ny.gov,40.67489,-73.920695,,1,1,1,1,1,,,,,1,1,1,1,,,,,
New York Foundling Hospital,Mental Health Clinic,2090 Adam Clayton Powell Jr Boulevard,Suite 780,New York,10027,917-485-7280,http://www.nyfoundling.org,40.808758,-73.94891,,,,1,1,1,,,,,,1,1,1,1,,,,
New York Foundling Hospital,Pathway Program,2090 Adam Clayton Powell Jr Boulevard,7th floor,New York,10027,917-485-0201,http://www.nyfoundling.org/program/substance-abuse-treatment-services,40.808812,-73.949043,1,,1,1,1,1,,,,,1,,1,1,1,,,,
New York Gracie Square Hospital Inc,Inpatient Unit,420 East 76th Street,2nd-5th Floors,New York,10021,212-988-4400,http://www.nygsh.org,40.769753,-73.952979,,1,1,1,1,1,,,,1,1,,1,1,1,1,,1,
New York Presbyterian Hospital,Methadone Treatment Clinic,503 East 70th Street,,New York,10021,212-746-1252,http://www.nyp.org,40.765503,-73.954264,1,,1,1,,1,1,1,1,1,,,1,1,1,1,1,,
New York Presbyterian Hospital,School Based Clinic PS 145,150 West 105th Street,Room 306,New York,10025,212-678-2857,http://www.nyp.org,40.799179,-73.965156,,1,1,1,1,1,1,,,,,1,1,,,1,1,,
New York Presbyterian Hospital,School Based Clinic PS 173,306 4th Washington Avenue,Room 364,New York,10033,212-927-7850,http://www.nyp.org,40.84562,-73.939738,,1,,1,,1,1,,,,,1,,,,1,1,,
New York Presbyterian Hospital,School Based Clinic PS 187,349 Cabrini Boulevard,Room 263,New York,10040,212-927-8218,http://www.nyp.org,40.856349,-73.937357,,1,1,1,1,1,1,,,,,1,1,,,1,1,,
New York Presbyterian Hospital,School Based Clinic PS 46,2987 8th Avenue,Room 310,New York,10039,212-690-5911,http://www.nyp.org,40.831382,-73.936343,,1,1,1,1,1,1,,,,,1,1,,,1,1,,
New York Presbyterian Hospital,Weill Cornell Center Inpatient Program,525 East 68th Street,,New York,10065,212-746-5454,http://www.NYP.org\psychiatry,40.764295,-73.955296,,,1,1,1,1,,,,,,1,1,1,1,1,,1,
New York Presbyterian Hospital,,635 West 165th Street,,New York,10032,212-342-4700,,40.840341,-73.942551,1,1,1,1,1,1,,,1,1,1,,1,1,1,,1,,
New York Psychiatric Institute,,1051 Riverside Drive,,New York,10032,646-774-5000,,40.842406,-73.944125,,,,,1,,,,,1,,1,1,1,1,,,1,
New York Psychotherapy Counseling Ctr,NYPCC Queens Adult Home Clinic Trt,8020 45th Avenue,,Elmhurst,11373,718-478-2900,http://www.nypcc.org,40.741254,-73.883939,,1,1,1,,,,,,,1,,,1,1,,,,
New York Service Network OP,,198 Foster Avenue,Suites C and D,Brooklyn,11230,718-666-1009,http://www.newyorkservicenetworkinc.com,40.627824,-73.975389,,,1,1,1,1,,1,1,,1,,1,1,1,1,1,,
New York Therapeutic,Serendipity II,944 Bedford Avenue,,Brooklyn,11205,718-802-0572 23,http://www.staynout.org,40.69249806,-73.95569007,,,1,1,1,1,,,1,1,1,,1,1,1,,,,1
New York Therapeutic Communities Inc,NYC DOP/CD Outpatient Clinic,2071 Fulton Street,,Brooklyn,11233,347-770-8650-206,http://www.staynout.org,40.678556,-73.910118,1,,1,1,1,,,,,,,,1,1,1,1,,,
New York Therapeutic Communities Inc,Probation Ambulatory Program/Queens,162-24 Jamaica Avenue,Lower Level,Jamaica,11435,718-657-2021,http://www.staynout.org,40.704325,-73.796957,1,,,1,1,1,,,,,,,1,1,1,,,,
New York University Medical Center,Psychiatric Department,1st Park Avenue,,New York,10016,212-263-7419,http://psych.med.nyu.edu/patient-care/inpatient-services,40.743345,-73.974079,,1,,1,,1,,1,1,,,,,1,1,1,1,1,
North Central Bronx Hospital,Psychiatric Outpatient Department,3424 Kossuth Avenue,,Bronx,10467,718-519-3440,,40.880814,-73.881404,,,1,1,1,1,1,1,,1,,,,1,1,1,1,1,
North Crown Heights Family Outreach OP,,705-707 Franklin Avenue,,Brooklyn,11238,718-230-8600-101,,40.674478,-73.95658,,,1,1,,1,,,,,,,1,1,,1,,,
Northside Center for Child Development,,35 East 110 Street,,New York,10029,212-426-3400,,40.796286,-73.947899,,1,,1,1,,,,,,,1,1,1,,,,,
Odyssey House Inc,Manor Adults,219 East 121st Street,,New York,10035,212-987-5120,http://www.Odysseyhouseinc.org,40.800883,-73.936481,,,,1,,,,,,,,,1,1,1,,,,1
Odyssey House Inc,Manor Family Center Program,219 East 121st Street,,New York,10035,212-987-5128,http://www.odysseyhouseinc.org,40.800883,-73.936481,1,1,1,1,1,,,,1,1,1,,,1,1,,,,1
Ohel Childrens Home Family Servs Inc,Female Residence,5211 Fort Hamilton Parkway,,Brooklyn,11219,718-972-1377,,40.636548,-73.999863,,1,1,1,,,,,,,,,,1,,,,,1
Ohel Childrens Home Family Servs Inc,Ohel Tikvah Clinic,2925 Kings Highway,Suite A,Brooklyn,11229,718-382-0045,http://ohelfamily.org,40.616254,-73.945283,,1,1,1,1,1,,,,,1,1,1,1,1,,,,
One World Counseling LLC,,1670 East 17th Street,3rd Floor,Brooklyn,11229,718-233-2533-1,http://www.oneworldcounseling.org,40.608945,-73.956715,,,,1,,1,,1,1,,1,,1,1,1,1,1,,
Outreach Development Corp OP 2,,960 Manhattan Avenue,2nd and 3rd Floor,Brooklyn,11222,718-383-7200,http://www.opiny.org,40.73206,-73.954233,,,1,1,1,1,1,,,1,1,1,1,1,1,1,,,
Outreach Development IR,,1614 Weirfield Street,,Ridgewood,11385,718-456-7820,http://www.opiny.org,40.700103,-73.905692,,,,,,1,,,,,,1,,,,,,,1
Outreach Outpatient Services (OOS),Medically Supervised Subst Abuse Prog,11711 Myrtle Avenue,,Richmond Hill,11418,718-849-6300,http://www.opiny.org,40.700275,-73.832012,,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,
PSCH Inc,Westchester Square Mental Hlth Clinic,2510 Westchester Avenue,2nd Floor,Bronx,10461,718-824-2790,http://www.psch.org,40.839247,-73.843407,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,
Paul J Cooper Center for Human Servs,Drug Abuse Outpt Rehab Clinic,510 Gates Avenue,2nd Floor,Brooklyn,11216,718-346-5900-210,http://www.pauljcooper.org,40.686542,-73.945431,1,,1,1,,,,,1,1,1,,1,1,1,1,1,,
Payne Whitney Manhattan/CDTP,,425 East 61st Street,PH 13,New York,10065,212-821-0883,http://www.nyp.org,40.760468,-73.959247,,1,1,1,,,,,,,,,1,1,,,,,
Phoenix House,Prospect Place Community Residence,174 Prospect Place,,Brooklyn,11238,718-789-4616,http://www.phoenixhouse.org,40.677966,-73.971037,1,1,1,1,,1,,1,,,,,,1,,1,1,,1
Phoenix House,RTC/Long Island City/Queens,34-25 Vernon Boulevard,,Long Island City,11101,718-726-8484-3554,http://www.phoenixhouse.org,40.764901,-73.94054,,,,1,1,,1,1,1,,1,,1,1,1,,1,,1
Phoenix House Jack Aron Center,Riverside Community Residential,164 West 74th Street,,New York,10023,212-595-5810,http://www.phoenixhouse.org,40.77955,-73.980238,1,1,1,1,,1,,1,,,,,1,1,,,1,,1
Pibly Residential Programs Inc,Pibly Supp HsgBronx NY/NY II ComServs,2415 Westchester Avenue,,Bronx,10461,718-863-4100-,http://www.pibly.org,40.837525,-73.846037,,1,,1,1,1,,,,,,,1,1,1,,,,
Pibly Residential Programs Inc,Rosebud Residence,514 Concord Avenue,,Bronx,10455,718-292-3514-801,,40.81206,-73.908226,,,1,1,1,,,,,,,,,1,1,,,,1
Project Hospitality Inc,Crisis Services Medically Monitored,75 Vanderbilt Avenue,,Staten Island,10310,718-444-3293,,40.622576,-74.075613,1,,,,1,,,1,,,,,,1,1,,1,,1
Project Renewal,CD/OP Crisis 50 Med Super,8 East 3rd Street,,New York,10003,212-533-8400,,40.725833,-73.991007,1,,1,1,1,,,,,,,,1,1,1,1,,,1
Project Renewal,Medically Monitored Crisis Service,8 East 3rd Street,4th Floor,New York,10003,212-533-8400-138,http://www.projectrenewal.org,40.725923,-73.990742,1,,1,1,1,,,,,,,,1,1,1,,,,1
Project Renewal,Recovery Center/Outpt Chem Dep Clinic,8 East 3rd Street,,New York,10003,212-533-8400x153,http://www.projectrenewal.org,40.725833,-73.991007,1,,1,1,1,,,,,,,,1,1,1,,,,
Promesa Inc,MTA Outpatient,1776 Clay Avenue,,Bronx,10457,718-299-1100-7599,http://www.promesa.org,40.846171,-73.904316,,,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,
Promesa Inc,Residential Drug Treatment Prog Adult,1776 Clay Avenue,,Bronx,10457,718-299-1100,http://www.acacianetwork.org,40.846173,-73.904288,,,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,1
Puerto Rican Family Institute Inc,Manhattan Mental Health Clinic,145 West 15th Street,5th Floor,New York,10011,212-229-6905,http://www.prfi.org,40.739036,-73.997874,,1,1,1,,1,,1,,,,1,1,1,,1,1,,
Queens Cnty Neuropsychiatric Institute,Institute,3764 72nd Street,,Jackson Heights,11372,718-335-3434,http://mental-health-facilities.healthgrove.com,40.746828,-73.893911,1,1,1,1,,,,,,,,1,1,1,1,,,,
Reality House Veterans CR,,813 Astoria Boulevard,,Astoria,11102,212-281-6004,http://www.realityhouseny.com,40.772747,-73.931841,1,,1,1,1,1,1,1,,1,1,,1,1,1,,1,,1
Realization Center Inc OP 1,,175 Remsen Street,2nd Floor,Brooklyn,11201,718-342-6700,http://www.realizationcenternyc.com,40.693496,-73.99137,1,1,,1,,1,,,,,,1,,1,,,1,,
Realization Center Inc/Licensed Outpt,Addictions Treatment Program,19 Union Square West,7th Floor,New York,10003,212-627-9600,http://www.realizationcenternyc.com,40.736119,-73.989441,1,1,,1,,1,1,1,,,,1,,1,,,1,,
Richmond Medical Ctr DBA Richmond UMC,West Brighton Clinic,690 Castleton Avenue,,Staten Island,10310,718-876-4040,http://www.rumcsi.org,40.63449,-74.105791,,1,1,1,,1,,,,,,,1,1,1,1,,,
Riverdale Mental Health Assoc (RMHA),Community Residence,640 West 232nd Street,,Bronx,10463,718-884-2900,http://rmha.org/parachute,40.884509,-73.914328,,1,1,1,,1,1,1,,1,,,1,1,1,1,1,,1
Riverdale Mental Health Assoc Inc,CD Outpatient,5676 Riverdale Avenue,,Bronx,10471,718-796-5300,http://www.rmha.org,40.906261,-73.903697,1,1,1,1,1,1,,,,,,1,1,1,1,,,,
SAFE Foundation OP,,255 Avenue W,,Brooklyn,11223,866-569-7233-315,http://www.thesafefoundation.org,40.592559,-73.973576,1,,1,1,,1,,,,,1,,1,1,1,,,,
SCAN/NY Making Choices Treatment Ctr,Chemical Dependency Outpatient,1377 Jerome Avenue,,Bronx,10452,212-289-8030,http://www.scanny.org,40.839932,-73.918453,1,1,,1,1,1,,,1,,1,1,1,1,,1,,,
SES Operating Corporation,Harlem East Life Plan Unit II,2367-69 Second Avenue,,New York,10035,212-876-2300,http://www.harlemeastlifeplan.com,40.800532,-73.935394,,,1,,1,,1,,1,1,1,,1,1,,,,,
SUS Briarwood SRO,,307 Bay Ridge Avenue,,Brooklyn,11220,718-748-3529,http://sus.org,40.635673,-74.025792,,1,1,1,,1,,1,,1,,,,1,1,1,1,,1
Safe Space NYC Inc,Family Life Clinic,89-74 162nd Street,5th Floor,Jamaica,11432,718-526-2400,http://safespacenyc.org,40.704733,-73.798159,,1,,1,1,1,,,,,,1,1,1,1,1,,,
Saint Barnabas Hosp/Fordham Tremont,CMHC Clinical Recovery Division,260 East 188th Street,,Bronx,10458,718-960-3190,http://www.fordhamtremont.org,40.860773,-73.895808,,,1,1,,1,1,1,,1,,1,1,1,1,,1,,
Saint Barnabas Hospital,Chemical Dependency MMD,183rd Street and 3rd Avenue,,Bronx,10457,718- 960-6170,http://www.stbarnabashospital.org/,40.824385,-73.810236,,,1,1,,1,1,1,,,1,,1,1,1,,1,1,
Saint Barnabas Hospital,Chemical Dependency Outpatient Service,4451 3rd Avenue,,Bronx,10457,718-960-6314,http://www.sbhny.org,40.807764,-73.929592,1,,,1,,1,1,1,,1,1,,1,1,1,1,1,,
Saint Barnabas Hospital,Department of Psychiatry,4422 3rd Avenue,,Bronx,10457,718-960-9000,,40.85253,-73.89149,,1,1,1,,1,,,,,,,1,1,1,1,,1,
Saint Barnabas Hospital,Fordham/Tremont South,326 East 149th Street,,Bronx,10451,718-402-6380,http://www.saintbarnabashospital.org,40.816442,-73.920694,,,1,1,,1,,,,,,,1,1,1,1,,,
Saint Vincents Mental Health Services,,66 Boerum Place,,Brooklyn,11201,718-522-6011,,40.689691,-73.990659,,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,
Saint Vincents Services Inc,Outpatient Chemical Dependency Program,8931 161st Street,4th Floor,Jamaica,11432,718- 206-0218,http://svs.org,40.7056,-73.799147,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,
Saint Vincents Services OP 1,,56 Bay Street,1st Floor,Staten Island,10301,718-206-0218,http://www.svs.org,40.640693,-74.076035,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,
Samaritan Daytop Village,Outpatient,2614-16 Halperin Avenue,,Bronx,10461,718-518-9007,http://www.daytop.org,40.842954,-73.843873,,,,1,1,1,,,,,,1,1,1,1,1,,,
Samaritan Village Inc,Drug Free Outpatient,14410 Jamaica Avenue,,Jamaica,11435,718-206-1990,http://www.samaritanvillage.org,40.707693,-73.787273,1,1,,1,,,,,,,1,,1,1,1,,,,
Samaritan Village Inc,Drug Residential Treatment Program,327 West 43rd Street,,New York,10036,212-333-5445,http://www.samaritanvillage.org,40.75817715,-73.99005275,,,,1,1,,1,1,1,1,1,1,1,1,1,,1,,1
Samaritan Village Inc,Ed Thompson Veterans Center,130-15 89th Road,,Richmond Hill,11418,718-849-3582-8850,http://www.samaritanvillage.org,40.699896,-73.820517,1,1,1,1,1,1,,1,,,,,1,1,1,1,1,,1
Samaritan Village Inc,MTA/Residential,13020 89th Road,,Richmond Hill,11418,718-441-8913,http://www.samaritanvillage.org,40.699497,-73.820313,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,1
Samaritan Village Inc,Residential Drug Free Program,1381 University Avenue,,Bronx,10452,718-681-9300,http://www.samaritanvillage.org,40.84269392,-73.92568505,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1
Samaritan Village Inc,Residential Drug Free Program,8883 Van Wyck Expressway,,Jamaica,11435,718-657-8729,http://www.samaritanvillage.org,40.705778,-73.817873,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1
Samaritan Village Inc,Young Mothers/Infants/Toddlers,119 West 106th Street,,New York,10025,212-222-5285,,40.799869,-73.963611,,,,1,1,1,1,1,1,1,,,,1,,1,1,,1
Samaritan Village Inc,,68 West 106th Street,,New York,10025,646-790-7364,,40.798779,-73.962519,1,1,1,1,,1,,1,,1,,,1,1,1,1,1,,1
Samuel Field YM and YWHA,,5820 Little Neck Parkway,,Little Neck,11362,718-225-6750,http://www.sfy.org,40.760885,-73.72329,,1,1,1,1,1,,,,,,,,1,1,1,,,
Service Program for Older People Inc,,302 West 91st Street,,New York,10024,212-787-7120,http://spop.org,40.792151,-73.976074,,1,1,1,1,1,,,,,,,,1,1,1,,,
Silver Lake Support Services Inc,Chemical Dependency Outpatient Clinic,201 Forest Avenue,,Staten Island,10301,718-815-3155,http://www.silverlakesupport.com,40.632052,-74.096017,1,1,,1,1,1,,1,,,,,1,1,1,1,1,,
South Beach Psych Ctr/Coney Island,Sheepshead Bay Clinic,532 Neptune Avenue,2nd Floor,Brooklyn,11224,718-946-2600,,40.579657,-73.9743,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,,
South Beach Psychiatric Center,Fort Hamilton Outpatient Clinic,8710 5th Avenue,,Brooklyn,11209,718-680-0006,,40.620662,-74.027132,,1,1,1,1,1,,,,,,,1,1,1,,,,
South Beach Psychiatric Center,Oceanview Lodge Clinic,777 Seaview Avenue,Building 1 2nd Floor,Staten Island,10305,718-667-2536,,40.582822,-74.078663,,,1,1,,1,,,,,,,1,1,1,,,,
South Beach Psychiatric Center,South Richmond/OP and Day Treatment,777 Seaview Avenue,,Staten Island,10305,718-667-2300,,40.582822,-74.078663,,,1,1,,1,,,,,,,1,1,1,1,,,
South Brooklyn Medical Admin Servs,South Brooklyn Med Servs/MMTP Clinic,685 3rd Avenue,,Brooklyn,11232,718-788-2594-117,,40.663848,-73.997094,1,,,1,,,,,,,,,,1,1,,,,
St Vincent Hosp/Div St Joseph Med Ctr,Saint Martin de Porres Location,480 Alabama Avenue,,Brooklyn,11207,718-485-3400-103,http://www.svwsjmc.org,40.664073,-73.897099,1,,,1,,,,,1,1,,,1,1,,,,,
Staten Island Mental Hlth Society Inc,Family Support Program,444 Saint Marks Place,,Staten Island,10301,718-720-6727,http://www.simhs.org,40.638736,-74.077633,1,1,,1,1,1,1,,,,,1,1,1,,1,,,
Staten Island Mental Hlth Society Inc,,669 Castleton Avenue,,Staten Island,10301,718-442-2225,,40.635238,-74.103808,1,1,,1,1,1,1,,,,,1,1,1,,1,,,
Staten Island University Hospital,Methadone Treatment Clinic,425 Coney Island Avenue,1st Floor,Brooklyn,11218,718-306-5125,,40.647215,-73.970747,1,,,1,,1,,,,1,,,1,1,1,,,,
Steinway Child and Family Services Inc,Courtlandt Avenue Clinic,522 Courtlandt Avenue,,Bronx,10451,718-585-2153,http://www.steinway.org,40.815964,-73.919801,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Stuyvesant Square Chemical Dependency,Treatment Program IP,10 Nathan D Perlman Place,3rd Floor,New York,10003,212-420-4220,http://www.wehealny.org/services/bi_stuysq/,40.732254,-73.987411,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,
TRI Center Inc,Chemical Dependency Trt/New York,1369 Broadway,2nd Floor,New York,10018,212- 268-8830,http://www.tricenter.com,40.75205048,-73.98752558,1,,,1,,1,1,,1,1,1,,1,1,,,,,
The PAC Program of the Bronx Inc OP,,1215-1217 Stratford Avenue,,Bronx,10472,718-328-2605,http://www.thepacprogram.com,40.829759,-73.875872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,
The Resource Training Center Inc,Resource Counseling Center Inc OP,449 39th Street,2nd and 4th Floors,Brooklyn,11232,718-871-2400,http://www.ResourceCounselingNY.org,40.651987,-74.004662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Turning Point Brooklyn Inc OP,Exodus,5220 4th Avenue,1st Floor,Brooklyn,11220,718-360-8147,http://www.tpbk.org,40.645128,-74.014453,1,,,1,1,1,1,,1,1,1,1,1,1,1,1,,,
Union Settlement Association Inc,James Weldon Johnson Counseling Center,2089 Third Avenue,,New York,10029,212-828-6144,http://www.unionsettlement.org,40.797687,-73.940216,,1,1,1,,,,,,,,1,1,1,1,1,,,
Unitas OP,,57 Saint Marks Place,1st 2nd and 3rd Floors,New York,10003,212-982-3470,http://www.unitas-nyc.org,40.728307,-73.986378,1,1,1,1,1,1,,,,,1,1,1,1,1,1,,,
Upper Manhattan MH Center Inc,Aka the Emma Case Management BCM,215-217 West 135th Street,,New York,10030,212-694-3500-11,http://www.bowencsc.org/,40.816018,-73.944676,,,1,1,,1,1,,,1,,,1,1,1,1,,,
VA NY Harbor Healthcare System,Chapel Street Veterans Healthcare Ctr,40 Flatbush Avenue,Floor 8,Brooklyn,11201,718-439-4300,,40.697474,-73.985357,,,,,,1,1,1,,1,,,1,1,1,,1,,
VIDA CLINIC,,4419 3rd Avenue,,Bronx,10457,718-364-7700x5213,http://comunilife.org,40.851994,-73.893253,,1,1,1,,1,,,,,,1,1,1,1,,,,
West Midtown Medical  Group,DBA West Midtown Medical Group,311 West 35th Street,,New York,10001,212-736-5900,http://westmidtownmedicalgroup.net,40.75312,-73.993567,,,1,1,1,1,1,,,1,,,1,1,,1,,,
West Midtown Medical Group,OP 1,311 West 35th Street,4th Floor,New York,10011,212-736-5900,http://www.westmidtownmedicalgroup.net,40.753175,-73.993112,,,1,1,,1,1,,,1,,,1,1,1,1,,,
William A White Institute,Clinic Services,20 West 74th Street,,New York,10023,212-873-0725-26,http://wawhite.org,40.777878,-73.97609,,1,,,1,1,1,,,,,1,1,1,1,,,,
Womens Center for SA and Wellness OP,,391 East 149th Street,6th Floor,Bronx,10455,718-402-0066,http://www.winnyc.org,40.816455,-73.918058,1,,1,1,,,,,,,1,,1,1,,,,,
YMCA of Greater New York,,285 Vanderbilt Avenue,,Staten Island,10304,718-981-4382,http://www.ymcanyc.org/si-counseling,40.618185,-74.080681,1,,1,,1,1,,,,,,,1,1,1,1,,,